OBJECTID,RowNumber,Incident_Type,Date_Occurred,Date_Received,File_Number,Investigation_Status,Disposition,Citizen_Arrested,UseOfForce_Reason,Citizen_Injured,Officer_Injured,Cit_Infl_Assmt,Report_Type,Sex,Race,Citizen_Age,Year,Force_Used
1281,1281,Use of force,2021/08/14 03:59:59+00,2021/08/14 03:59:59+00,IA2021-0488,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1282,1282,Use of force,2021/08/17 03:59:59+00,2021/08/17 03:59:59+00,IA2021-0536,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol and unknown drugs,Complainant,Male,Black,18-25,2021,Physical Force
1283,1283,Use of force,2021/08/17 03:59:59+00,2021/08/17 03:59:59+00,IA2021-0536,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol and unknown drugs,Complainant,Male,Black,18-25,2021,
1284,1284,Use of force,2021/08/17 03:59:59+00,2021/08/17 03:59:59+00,IA2021-0536,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol and unknown drugs,Complainant,Male,Black,18-25,2021,
1285,1285,Use of force,2021/08/21 03:59:59+00,2021/08/21 03:59:59+00,IA2021-0559,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Alcohol,Complainant,Male,Black,46-55,2021,Taser
1286,1286,Use of force,2021/08/21 03:59:59+00,2021/08/21 03:59:59+00,IA2021-0559,Completed,Exonerated,Yes,Non-Compliance,Yes,Yes,Alcohol,Complainant,Male,Black,46-55,2021,Taser
1287,1287,Use of force,2021/08/30 03:59:59+00,2021/09/06 03:59:59+00,IA2021-0583,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,Black,26-35,2021,Taser
1288,1288,Use of force,2021/08/28 03:59:59+00,2021/08/28 03:59:59+00,IA2021-0551,Completed,Exonerated,Yes,Combative,No,Yes,Unknown,Complainant,Male,Black,26-35,2021,Taser
1289,1289,Use of force,2021/08/28 03:59:59+00,2021/08/28 03:59:59+00,IA2021-0551,Completed,Exonerated,Yes,Combative,No,Yes,Unknown,Complainant,Male,Black,26-35,2021,
1290,1290,Use of force,2021/09/02 03:59:59+00,2021/09/02 03:59:59+00,IA2021-0565,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,26-35,2021,
1291,1291,Use of force,2021/09/06 03:59:59+00,2021/09/06 03:59:59+00,IA2021-0592,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,>55,2021,Physical Force
1292,1292,Use of force,2021/08/30 03:59:59+00,2021/08/30 03:59:59+00,IA2021-0563,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown Drugs,Complainant,Male,Black,18-25,2021,Taser
1293,1293,Use of force,2021/09/09 03:59:59+00,2021/09/09 03:59:59+00,IA2021-0591,Completed,Exonerated,Yes,Self-Harming Behavior,Yes,No,Drugs,Complainant,Male,Black,18-25,2021,Physical Force
1294,1294,Use of force,2021/09/02 03:59:59+00,2021/09/02 03:59:59+00,IA2021-0566,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Canine
1295,1295,Use of force,2021/09/02 03:59:59+00,2021/09/02 03:59:59+00,IA2021-0566,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,18-25,2021,Taser
1296,1296,Use of force,2021/09/12 03:59:59+00,2021/09/12 03:59:59+00,IA2021-0597,Completed,Exonerated,No,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2021,Physical Force
1297,1297,Use of force,2021/09/12 03:59:59+00,2021/09/12 03:59:59+00,IA2021-0597,Completed,Exonerated,No,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2021,Physical Force
1298,1298,Use of force,2021/09/12 03:59:59+00,2021/09/12 03:59:59+00,IA2021-0597,Completed,Exonerated,No,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2021,Physical Force
1299,1299,Use of force,2021/09/12 03:59:59+00,2021/09/12 03:59:59+00,IA2021-0597,Completed,Exonerated,No,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2021,Physical Force
1300,1300,Use of force,2021/08/10 03:59:59+00,2021/08/10 03:59:59+00,IA2021-0527,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,Black,26-35,2021,Taser
1301,1301,Use of force,2021/09/17 03:59:59+00,2021/09/17 03:59:59+00,IA2021-0543,Completed,Exonerated,Yes,Non-Compliance,No,No,,Complainant,Male,Black,46-55,2021,Pepper Spray
1302,1302,Use of force,2021/09/13 03:59:59+00,2021/09/13 03:59:59+00,IA2021-0603,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,18-25,2021,Taser
1303,1303,Use of force,2021/09/13 03:59:59+00,2021/09/13 03:59:59+00,IA2021-0603,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1304,1304,Use of force,2021/09/21 03:59:59+00,2021/09/21 03:59:59+00,IA2021-0612,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,36-45,2021,Taser
1305,1305,Use of force,2021/09/11 03:59:59+00,2021/09/11 03:59:59+00,IA2021-0596,Completed,Exonerated,Yes,Combative,No,No,Unknown Drugs,Complainant,Male,White,26-35,2021,Physical Force
1306,1306,Use of force,2021/09/01 03:59:59+00,2021/09/01 03:59:59+00,IA2021-0564,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol and unknown drugs,Complainant,Male,Black,26-35,2021,Taser
1307,1307,Use of force,2021/09/01 03:59:59+00,2021/09/01 03:59:59+00,IA2021-0564,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Alcohol and unknown drugs,Complainant,Male,Black,26-35,2021,Physical Force
1308,1308,Use of force,2021/09/18 03:59:59+00,2021/09/18 03:59:59+00,IA2021-0635,Completed,Sustained,Yes,Fleeing,Yes,No,Mentally unstable,Complainant,Male,White,0-17,2021,Taser
1309,1309,Use of force,2021/09/18 03:59:59+00,2021/09/18 03:59:59+00,IA2021-0635,Completed,Sustained,Yes,Fleeing,Yes,No,Mentally unstable,Complainant,Male,White,0-17,2021,
1310,1310,Use of force,2021/09/10 03:59:59+00,2021/09/10 03:59:59+00,IA2021-0586,Completed,Exonerated,Yes,Combative,Yes,No,Drugs,Complainant,Male,White,46-55,2021,Physical Force
1311,1311,Use of force,2021/09/10 03:59:59+00,2021/09/10 03:59:59+00,IA2021-0586,Completed,Exonerated,Yes,Combative,Yes,No,Drugs,Complainant,Male,White,46-55,2021,Physical Force
1312,1312,Use of force,2021/09/10 03:59:59+00,2021/09/10 03:59:59+00,IA2021-0586,Completed,Exonerated,Yes,Combative,Yes,No,Drugs,Complainant,Male,White,46-55,2021,Physical Force
1313,1313,Use of force,2021/10/11 03:59:59+00,2021/10/11 03:59:59+00,IA2021-0609,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,0-17,2021,Taser
1314,1314,Use of force,2021/10/11 03:59:59+00,2021/10/11 03:59:59+00,IA2021-0685,Completed,Partially Sustained,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,46-55,2021,Taser
1315,1315,Use of force,2021/10/11 03:59:59+00,2021/10/11 03:59:59+00,IA2021-0685,Completed,Partially Sustained,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,46-55,2021,Taser
1316,1316,Use of force,2021/10/11 03:59:59+00,2021/10/11 03:59:59+00,IA2021-0685,Completed,Partially Sustained,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,46-55,2021,
1317,1317,Use of force,2021/10/18 03:59:59+00,2021/10/18 03:59:59+00,IA2021-0661,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,Black,36-45,2021,Taser
1318,1318,Use of force,2021/10/11 03:59:59+00,2021/10/11 03:59:59+00,IA2021-0588,Completed,Partially Sustained,Yes,Fleeing,No,No,Mentally unstable,Complainant,Male,White,36-45,2021,Taser
1319,1319,Use of force,2021/10/12 03:59:59+00,2021/10/12 03:59:59+00,IA2021-0633,Completed,Exonerated,Yes,Combative,No,No,Alcohol,Complainant,Male,White,36-45,2021,Taser
1320,1320,Use of force,2021/10/22 03:59:59+00,2021/10/22 03:59:59+00,IA2021-0676,Completed,Exonerated,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,26-35,2021,Taser
1321,1321,Use of force,2021/09/07 03:59:59+00,2021/09/07 03:59:59+00,IA2021-0655,Completed,Exonerated,Yes,Fleeing,Yes,No,Alcohol,Complainant,Male,Black,26-35,2021,Canine
1322,1322,Use of force,2021/09/30 03:59:59+00,2021/09/30 03:59:59+00,IA2021-0587,Completed,Partially Sustained,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,36-45,2021,Physical Force
1323,1323,Use of force,2021/09/30 03:59:59+00,2021/09/30 03:59:59+00,IA2021-0587,Completed,Partially Sustained,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,36-45,2021,Physical Force
1324,1324,Use of force,2021/09/30 03:59:59+00,2021/09/30 03:59:59+00,IA2021-0587,Completed,Partially Sustained,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,36-45,2021,Physical Force
1325,1325,Use of force,2021/09/30 03:59:59+00,2021/09/30 03:59:59+00,IA2021-0587,Completed,Partially Sustained,Yes,Non-Compliance,No,No,None detected,Complainant,Male,Black,36-45,2021,Other
1326,1326,Use of force,2021/11/03 03:59:59+00,2021/11/03 03:59:59+00,IA2021-0677,Completed,Exonerated,No,Medical Issue,No,Yes,Unknown,Complainant,Male,Black,18-25,2021,Physical Force
1327,1327,Use of force,2021/10/24 03:59:59+00,2021/10/24 03:59:59+00,IA2021-0665,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,White,36-45,2021,Physical Force
1328,1328,Use of force,2021/10/24 03:59:59+00,2021/10/24 03:59:59+00,IA2021-0665,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,White,36-45,2021,Taser
1329,1329,Use of force,2021/11/06 03:59:59+00,2021/11/06 03:59:59+00,IA2021-0678,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown Drugs,Complainant,Male,White,36-45,2021,Physical Force
1330,1330,Use of force,2021/11/21 05:00:00+00,2021/11/21 05:00:00+00,IA2021-0747,Completed,Exonerated,Yes,Fleeing,Yes,No,Mentally unstable,Complainant,Male,Black,36-45,2021,Taser
1331,1331,Use of force,2021/11/22 05:00:00+00,2021/11/22 05:00:00+00,IA2021-0715,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,Black,18-25,2021,Taser
1332,1332,Use of force,2021/11/25 05:00:00+00,2021/11/25 05:00:00+00,IA2021-0722,Completed,Exonerated,Yes,Combative,No,No,None detected,Complainant,Male,White,26-35,2021,Taser
1333,1333,Use of force,2021/11/29 05:00:00+00,2021/11/29 05:00:00+00,IA2021-0748,Completed,Partially Sustained,Yes,Combative,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2021,Taser
1334,1334,Use of force,2021/11/29 05:00:00+00,2021/11/29 05:00:00+00,IA2021-0748,Completed,Partially Sustained,Yes,Combative,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2021,Taser
1335,1335,Use of force,2021/11/29 05:00:00+00,2021/11/29 05:00:00+00,IA2021-0732,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,White,26-35,2021,Physical Force
1336,1336,Use of force,2021/11/29 05:00:00+00,2021/11/29 05:00:00+00,IA2021-0732,Completed,Exonerated,Yes,Non-Compliance,Yes,No,None detected,Complainant,Male,White,26-35,2021,Taser
1337,1337,Use of force,2021/12/01 05:00:00+00,2021/12/01 05:00:00+00,IA2021-0738,Completed,Exonerated,No,Non-Compliance,No,No,,Complainant,Female,White,18-25,2021,Chemical Munitions
1338,1338,Use of force,2021/12/01 05:00:00+00,2021/12/01 05:00:00+00,IA2021-0738,Completed,Exonerated,No,Non-Compliance,No,No,,Complainant,Female,White,18-25,2021,
1339,1339,Use of force,2021/12/01 05:00:00+00,2021/12/01 05:00:00+00,IA2021-0738,Completed,Exonerated,No,Non-Compliance,No,No,,Complainant,Female,White,18-25,2021,Other Less Lethal Munit
1340,1340,Use of force,2021/12/01 05:00:00+00,2021/12/01 05:00:00+00,IA2021-0738,Completed,Exonerated,No,Non-Compliance,No,No,,Complainant,Female,White,18-25,2021,Chemical Munitions
1341,1341,Use of force,2021/12/08 05:00:00+00,2021/12/08 05:00:00+00,IA2021-0763,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,36-45,2021,
1342,1342,Use of force,2021/12/08 05:00:00+00,2021/12/08 05:00:00+00,IA2021-0763,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,36-45,2021,
1343,1343,Use of force,2021/12/08 05:00:00+00,2021/12/08 05:00:00+00,IA2021-0763,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown,Complainant,Female,White,36-45,2021,Other Less Lethal Munit
1344,1344,Use of force,2021/12/06 05:00:00+00,2021/12/06 05:00:00+00,IA2021-0743,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,18-25,2021,
1345,1345,Use of force,2021/12/06 05:00:00+00,2021/12/06 05:00:00+00,IA2021-0743,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,18-25,2021,
1346,1346,Use of force,2021/12/06 05:00:00+00,2021/12/06 05:00:00+00,IA2021-0743,Completed,Exonerated,Yes,Fleeing,Yes,Yes,None detected,Complainant,Male,Black,18-25,2021,
1347,1347,Use of force,2021/12/12 05:00:00+00,2021/12/12 05:00:00+00,IA2021-0752,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,0-17,2021,Taser
1348,1348,Use of force,2021/12/12 05:00:00+00,2021/12/12 05:00:00+00,IA2021-0769,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,Black,36-45,2021,Physical Force
1349,1349,Use of force,2021/12/12 05:00:00+00,2021/12/12 05:00:00+00,IA2021-0769,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,Black,36-45,2021,Taser
1350,1350,Use of force,2021/12/12 05:00:00+00,2021/12/12 05:00:00+00,IA2021-0769,Completed,Exonerated,Yes,Fleeing,Yes,No,,Complainant,Male,Black,36-45,2021,Taser
1351,1351,Use of force,2021/12/26 05:00:00+00,2021/12/26 05:00:00+00,IA2021-0789,Completed,Exonerated,No,Fleeing,No,Yes,Unknown,Complainant,Male,Black,18-25,2021,Canine
1352,1352,Use of force,2021/12/22 05:00:00+00,2021/12/22 05:00:00+00,IA2021-0783,Completed,Exonerated,Yes,Non-Compliance,No,No,Mentally unstable,Complainant,Male,Black,46-55,2021,Taser
1353,1353,Use of force,2021/12/19 05:00:00+00,2021/12/19 05:00:00+00,IA2021-0778,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,White,36-45,2021,Physical Force
1354,1354,Use of force,2021/10/06 03:59:59+00,2021/12/27 05:00:00+00,IA2021-0683,Completed,Partially Sustained,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,Black,46-55,2021,Physical Force
1355,1355,Use of force,2021/10/06 03:59:59+00,2021/12/27 05:00:00+00,IA2021-0683,Completed,Partially Sustained,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Female,Black,46-55,2021,
1356,1356,Use of force,2021/12/27 05:00:00+00,2021/12/27 05:00:00+00,IA2021-0792,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2021,Physical Force
1357,1357,Use of force,2022/01/01 05:00:00+00,2022/01/01 05:00:00+00,IA2022-0002,Completed,Exonerated,Yes,Fleeing,Yes,No,Drugs,Complainant,Male,White,26-35,2022,Taser
1358,1358,Use of force,2021/12/22 05:00:00+00,2021/12/22 05:00:00+00,IA2021-0782,Completed,Exonerated,Yes,Non-Compliance,No,No,Unknown Drugs,Complainant,Male,White,26-35,2021,Taser
1359,1359,Use of force,2021/12/22 05:00:00+00,2021/12/22 05:00:00+00,IA2021-0781,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,46-55,2021,Taser
1360,1360,Use of force,2022/01/02 05:00:00+00,2022/01/02 05:00:00+00,IA2022-0005,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2022,Taser
1361,1361,Use of force,2022/01/02 05:00:00+00,2022/01/02 05:00:00+00,IA2022-0005,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2022,Physical Force
1362,1362,Use of force,2022/01/02 05:00:00+00,2022/01/02 05:00:00+00,IA2022-0005,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2022,Physical Force
1363,1363,Use of force,2022/01/12 05:00:00+00,2022/01/12 05:00:00+00,IA2022-0017,Completed,Exonerated,Yes,Non-Compliance,No,No,Alcohol,Complainant,Male,White,36-45,2022,Taser
1364,1364,Use of force,2022/01/09 05:00:00+00,2022/01/09 05:00:00+00,IA2022-0015,Completed,Exonerated,No,Non-Compliance,Yes,No,Alcohol,Complainant,Male,White,18-25,2022,Physical Force
1365,1365,Use of force,2022/01/23 05:00:00+00,2022/01/23 05:00:00+00,IA2022-0042,Completed,Partially Sustained,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Black,36-45,2022,Taser
1366,1366,Use of force,2022/01/23 05:00:00+00,2022/01/23 05:00:00+00,IA2022-0082,Completed,Partially Sustained,Yes,Non-Compliance,Yes,No,Alcohol,Complainant,Male,Black,18-25,2022,Physical Force
1367,1367,Use of force,2022/01/19 05:00:00+00,2022/01/19 05:00:00+00,IA2022-0024,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,White,46-55,2022,Physical Force
1368,1368,Use of force,2022/01/13 05:00:00+00,2022/01/13 05:00:00+00,IA2022-0019,Completed,Exonerated,No,Non-Compliance,No,No,Unknown,Complainant,Female,Black,26-35,2022,Physical Force
1369,1369,Use of force,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,IA2022-0039,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,36-45,2022,Taser
1370,1370,Use of force,2022/02/05 05:00:00+00,2022/02/05 05:00:00+00,IA2022-0089,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,White,18-25,2022,Physical Force
1371,1371,Use of force,2022/02/05 05:00:00+00,2022/02/05 05:00:00+00,IA2022-0089,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,White,18-25,2022,Taser
1372,1372,Use of force,2022/01/28 05:00:00+00,2022/01/28 05:00:00+00,IA2022-0038,Completed,Exonerated,Yes,Combative,Yes,No,Alcohol,Complainant,Male,Black,36-45,2022,Taser
1373,1373,Use of force,2022/02/06 05:00:00+00,2022/02/06 05:00:00+00,IA2022-0174,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,0-17,2022,Canine
1374,1374,Use of force,2022/01/31 05:00:00+00,2022/01/31 05:00:00+00,IA2022-0044,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,Black,26-35,2022,Physical Force
1375,1375,Use of force,2022/02/02 05:00:00+00,2022/02/02 05:00:00+00,IA2022-0052,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,White,>55,2022,Taser
1376,1376,Use of force,2022/02/02 05:00:00+00,2022/02/02 05:00:00+00,IA2022-0052,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,White,>55,2022,Taser
1377,1377,Use of force,2022/02/02 05:00:00+00,2022/02/02 05:00:00+00,IA2022-0052,Completed,Exonerated,Yes,Combative,Yes,Yes,None detected,Complainant,Male,White,>55,2022,Physical Force
1378,1378,Use of force,2022/02/11 05:00:00+00,2022/02/11 05:00:00+00,IA2022-0076,Completed,Exonerated,No,Fleeing,Yes,No,Mentally unstable,Complainant,Male,Black,18-25,2022,Physical Force
1379,1379,Use of force,2022/02/10 05:00:00+00,2022/02/10 05:00:00+00,IA2022-0062,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,White,36-45,2022,Taser
1380,1380,Use of force,2022/02/05 05:00:00+00,2022/02/05 05:00:00+00,IA2022-0075,Completed,Exonerated,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,18-25,2022,Taser
1381,1381,Use of force,2022/02/02 05:00:00+00,2022/02/02 05:00:00+00,IA2022-0083,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,Black,18-25,2022,Taser
1382,1382,Use of force,2022/02/12 05:00:00+00,2022/02/12 05:00:00+00,IA2022-0099,Completed,Exonerated,Yes,Fleeing,Yes,Yes,Unknown,Complainant,Male,White,26-35,2022,Taser
1383,1383,Use of force,2022/02/10 05:00:00+00,2022/02/10 05:00:00+00,IA2022-0094,Completed,Exonerated,Yes,Fleeing,Yes,No,None detected,Complainant,Male,White,26-35,2022,Taser
1384,1384,Use of force,2022/02/22 05:00:00+00,2022/02/22 05:00:00+00,IA2022-0071,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown Drugs,Complainant,Male,White,18-25,2022,Physical Force
1385,1385,Use of force,2022/02/22 05:00:00+00,2022/02/22 05:00:00+00,IA2022-0071,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown Drugs,Complainant,Male,White,18-25,2022,Physical Force
1386,1386,Use of force,2022/02/20 05:00:00+00,2022/02/20 05:00:00+00,IA2022-0079,Completed,Exonerated,Yes,Non-Compliance,Yes,No,Unknown,Complainant,Male,White,36-45,2022,Other Less Lethal Munit
1387,1387,Use of force,2022/02/09 05:00:00+00,2022/02/09 05:00:00+00,IA2022-0103,Completed,Exonerated,No,Self-Harming Behavior,Yes,No,Mentally unstable,Complainant,Male,Black,26-35,2022,Taser
1388,1388,Use of force,2022/03/01 05:00:00+00,2022/03/01 05:00:00+00,IA2022-0211,Completed,Partially Sustained,No,Non-Compliance,Yes,No,Unknown,Complainant,Female,White,36-45,2022,Physical Force
1389,1389,Use of force,2022/02/24 05:00:00+00,2022/02/24 05:00:00+00,IA2022-0107,Completed,Exonerated,Yes,Combative,Yes,No,Mentally unstable,Complainant,Male,White,26-35,2022,Taser
1390,1390,Use of force,2022/02/24 05:00:00+00,2022/02/24 05:00:00+00,IA2022-0107,Completed,Exonerated,Yes,Combative,Yes,No,Mentally unstable,Complainant,Male,White,26-35,2022,Taser
1391,1391,Use of force,2022/03/10 05:00:00+00,2022/03/10 05:00:00+00,IA2022-0190,Completed,Partially Sustained,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2022,Physical Force
1392,1392,Use of force,2022/03/10 05:00:00+00,2022/03/10 05:00:00+00,IA2022-0190,Completed,Partially Sustained,Yes,Fleeing,Yes,No,Unknown,Complainant,Male,Black,26-35,2022,Physical Force
1393,1393,Use of force,2022/03/14 03:59:59+00,2022/03/14 03:59:59+00,IA2022-0221,Completed,Exonerated,Yes,Combative,Yes,No,None detected,Complainant,Male,White,0-17,2022,Physical Force
1394,1394,Use of force,2022/03/15 03:59:59+00,2022/03/15 03:59:59+00,IA2022-0184,Completed,Exonerated,Yes,Fleeing,No,No,None detected,Complainant,Male,Black,26-35,2022,Taser
1395,1395,Use of force,2022/03/08 05:00:00+00,2022/03/08 05:00:00+00,IA2022-0151,Completed,Exonerated,Yes,Combative,Yes,No,Unknown,Complainant,Male,White,26-35,2022,Physical Force
1396,1396,Use of force,2022/03/20 03:59:59+00,2022/03/20 03:59:59+00,IA2022-0154,Completed,Exonerated,Yes,Fleeing,No,No,Alcohol,Complainant,Male,Hispanic,18-25,2022,Taser
1397,1397,Use of force,2022/03/24 03:59:59+00,2022/03/24 03:59:59+00,IA2022-0179,Completed,Exonerated,Yes,Non-Compliance,No,No,Alcohol,Complainant,Male,Black,Other,2022,Physical Force
1398,1398,Use of force,2022/03/24 03:59:59+00,2022/03/24 03:59:59+00,IA2022-0179,Completed,Exonerated,Yes,Non-Compliance,No,No,Alcohol,Complainant,Male,Black,Other,2022,Physical Force
